age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,total_spend,online_spend_ratio,age_group,income_group,tech_adoption_score
18,104170,6.1,8,2.4,10,6,45,10,4488,93275,9,6,1,7,6,3,9,3,9,10,9,Other,Tier 1,Store,97763,0.045906938207706395,GenZ,Lower-Mid,6.119999999999999
33,172364,7.0,1,1.9,4,7,36,11,31776,77817,8,1,6,10,6,1,5,2,8,8,5,Male,Tier 2,Store,109593,0.28994552571788346,Millennial,Upper-Mid,5.38
54,60111,7.0,12,2.1,7,1,37,2,7295,146781,7,4,4,5,6,1,2,2,2,1,3,Other,Tier 3,Store,154076,0.04734676393468159,Boomer,Low,4.82
20,221525,6.8,3,0.2,2,8,7,4,114046,54849,2,0,3,3,8,1,6,6,7,4,2,Female,Tier 1,Store,168895,0.6752479351076113,GenZ,High,4.76
69,221753,6.1,3,0.0,2,7,25,11,30936,111462,6,7,4,8,10,2,5,3,8,8,1,Female,Tier 2,Store,142398,0.2172502422786837,Silent,High,4.24
64,241325,8.0,5,4.4,2,5,10,0,39965,124823,10,8,1,6,7,8,9,1,5,1,6,Male,Tier 3,Store,164788,0.24252372745588271,Boomer,High,5.4799999999999995
48,54491,8.4,7,2.2,10,5,39,10,94709,41777,7,6,2,9,5,1,4,3,10,5,10,Female,Tier 2,Store,136486,0.6939099980950427,GenX,Low,6.8
30,64336,1.9,1,2.9,3,2,22,2,43862,18783,1,3,5,3,1,8,10,4,9,2,2,Female,Tier 3,Store,62645,0.7001676111421502,Millennial,Lower-Mid,2.3400000000000003
73,31905,3.1,1,1.6,5,1,31,19,16550,92261,1,2,5,10,10,6,3,3,8,5,1,Male,Tier 1,Store,108811,0.1520985929731369,Silent,Low,2.76
33,45273,4.9,10,0.6,10,9,44,9,138003,45194,2,0,1,6,1,5,6,4,9,5,6,Female,Tier 2,Store,183197,0.7533038204774095,Millennial,Low,5.880000000000001
72,140191,3.8,13,1.8,9,10,0,12,76989,98115,4,9,5,7,9,9,3,7,6,7,2,Other,Tier 1,Store,175104,0.43967584978070173,Silent,Middle,5.680000000000001
60,130936,4.5,6,1.2,3,3,48,18,16895,35916,9,5,4,1,4,1,2,8,7,7,7,Male,Tier 3,Store,52811,0.31991441177027513,Boomer,Middle,3.2399999999999998
38,172306,5.1,14,3.3,6,5,47,12,136034,24670,7,8,3,7,1,1,5,6,10,10,9,Other,Tier 3,Store,160704,0.8464879530067703,GenX,Upper-Mid,4.9
19,224957,5.5,5,2.9,6,8,8,19,21280,121798,8,3,6,1,4,10,5,4,1,4,8,Other,Tier 2,Store,143078,0.14873006332210403,GenZ,High,5.58
71,81538,3.0,12,3.4,6,7,39,13,43988,81053,3,1,6,10,6,4,7,3,10,5,7,Male,Tier 3,Store,125041,0.3517886133348262,Silent,Lower-Mid,4.4799999999999995
44,119570,5.2,12,3.0,5,7,27,9,25044,149683,7,4,3,4,2,9,8,2,7,2,3,Other,Tier 3,Store,174727,0.14333216961316797,GenX,Middle,5.08
55,178645,8.8,13,0.0,2,10,32,16,36921,127116,8,1,3,3,5,4,7,2,9,9,8,Male,Tier 3,Store,164037,0.22507726915269116,Boomer,Upper-Mid,5.92
43,108339,5.5,3,2.0,1,10,31,5,92947,3950,4,5,4,8,1,9,7,7,7,3,4,Other,Tier 1,Online,96897,0.9592350640370703,GenX,Lower-Mid,4.8
75,136132,7.2,13,1.4,5,10,7,4,71798,17284,2,0,4,3,8,9,1,1,1,3,5,Male,Tier 2,Online,89082,0.8059765160189488,Silent,Middle,6.159999999999999
79,210392,5.9,3,2.7,8,4,36,13,60952,89677,9,2,2,8,9,9,7,3,1,9,9,Other,Tier 3,Store,150629,0.40464983502512797,Silent,High,5.3
76,143993,6.2,4,1.6,10,10,17,13,19553,104441,4,3,5,4,1,2,2,5,10,1,8,Other,Tier 1,Store,123994,0.15769311418294435,Silent,Middle,6.8
55,26330,5.8,13,2.9,5,4,6,4,30531,67454,8,6,3,10,1,3,6,6,5,8,9,Female,Tier 1,Store,97985,0.31158850844517016,Boomer,Low,4.7
63,238112,7.5,11,3.0,3,10,17,19,112375,101184,1,9,1,6,6,1,1,3,3,5,1,Male,Tier 3,Store,213559,0.5262011903033822,Boomer,High,6.2
42,226588,4.4,10,2.2,3,6,47,10,103920,56835,10,4,4,8,7,6,7,2,1,1,4,Other,Tier 2,Store,160755,0.6464495661099188,GenX,High,4.0
28,87553,6.3,2,2.9,2,10,11,4,131307,120137,2,4,1,10,6,6,1,9,7,6,2,Male,Tier 2,Store,251444,0.5222117051908178,Millennial,Lower-Mid,5.5
25,187425,4.8,13,3.0,7,4,3,18,80286,30039,5,5,4,8,3,8,4,5,2,3,7,Male,Tier 2,Store,110325,0.7277226376614548,GenZ,Upper-Mid,4.720000000000001
25,162083,7.3,9,2.7,2,7,12,14,52510,109523,8,9,1,8,6,1,9,2,3,4,5,Other,Tier 2,Store,162033,0.3240697882530102,GenZ,Upper-Mid,5.26
50,98537,3.8,13,3.0,6,2,10,16,51670,36918,6,3,7,3,10,9,4,4,8,3,9,Male,Tier 3,Store,88588,0.5832618413329119,GenX,Lower-Mid,3.72
70,75985,7.3,12,3.4,8,7,15,16,139809,26510,6,3,5,6,3,9,9,1,4,7,3,Male,Tier 3,Hybrid,166319,0.8406075072601447,Silent,Lower-Mid,6.6
24,32044,6.4,4,2.0,8,3,43,2,132502,2627,4,4,7,8,6,6,10,2,8,3,2,Other,Tier 1,Online,135129,0.9805593173930096,GenZ,Low,5.16
55,184364,3.5,10,1.5,2,8,13,18,145387,57833,10,6,3,8,1,9,10,2,4,10,10,Male,Tier 2,Store,203220,0.7154167896860545,Boomer,Upper-Mid,3.7
38,137304,9.5,3,3.0,6,5,15,4,97154,32214,10,2,5,7,4,3,9,4,5,3,5,Female,Tier 1,Store,129368,0.7509894255148105,GenX,Middle,6.6
25,151322,7.1,10,1.7,3,9,21,7,87910,120261,3,7,1,6,4,4,8,8,5,10,2,Other,Tier 1,Store,208171,0.4222970538643711,GenZ,Middle,5.58
68,38289,3.8,11,2.5,9,4,17,0,108778,118679,9,8,7,8,8,10,9,3,10,10,7,Female,Tier 2,Store,227457,0.47823544669981577,Silent,Low,4.62
71,48087,6.3,7,2.3,3,5,39,13,46403,100038,1,0,4,9,1,4,4,4,3,8,9,Female,Tier 1,Store,146441,0.3168716411387521,Silent,Low,4.58
38,90952,2.7,13,4.7,1,1,24,9,141752,49242,4,6,4,9,7,5,3,1,3,8,5,Male,Tier 2,Store,190994,0.7421803826298208,GenX,Lower-Mid,2.4200000000000004
73,236767,2.6,9,3.5,9,3,34,7,100591,98376,10,2,1,4,4,1,6,5,7,3,3,Male,Tier 1,Store,198967,0.5055662496795951,Silent,High,4.14
37,51368,8.4,12,4.1,8,4,6,0,36481,24345,5,6,4,6,2,3,8,6,9,7,2,Other,Tier 2,Store,60826,0.5997599710650051,GenX,Low,6.58
25,135648,3.6,13,3.0,2,9,19,4,90058,84635,9,9,4,4,1,10,2,7,7,5,7,Other,Tier 2,Store,174693,0.5155215148861145,GenZ,Middle,4.24
75,85815,7.6,2,2.9,10,8,26,18,55543,133776,5,5,6,3,5,2,6,4,9,7,7,Female,Tier 2,Store,189319,0.29338312583523046,Silent,Lower-Mid,7.220000000000001
63,105693,8.3,14,3.0,10,2,28,6,90982,61584,5,4,6,7,2,6,4,10,5,9,2,Other,Tier 1,Store,152566,0.5963451883119437,Boomer,Lower-Mid,6.32
48,207112,4.0,6,1.9,3,6,9,4,106362,147539,6,8,3,9,9,5,1,1,9,3,10,Other,Tier 1,Store,253901,0.4189113079507367,GenX,High,3.78
67,73900,10.2,5,1.0,7,4,10,1,9334,17688,5,4,3,7,5,10,2,6,6,5,10,Male,Tier 2,Online,27022,0.3454222485382281,Silent,Lower-Mid,6.4799999999999995
74,30494,6.2,1,3.3,6,5,19,14,16915,37602,1,3,5,10,10,8,9,1,5,8,10,Male,Tier 3,Store,54517,0.31027019094961206,Silent,Low,5.34
46,131486,6.1,11,3.2,8,10,32,0,61623,21826,7,0,6,4,4,7,2,5,8,9,9,Female,Tier 2,Online,83449,0.7384510299704011,GenX,Middle,6.68
65,191238,4.0,7,4.4,10,9,42,9,92126,131789,1,5,2,10,6,1,3,2,8,9,7,Other,Tier 2,Store,223915,0.41143290980952596,Boomer,Upper-Mid,6.279999999999999
26,237182,4.0,1,3.6,5,4,36,5,64389,124593,1,2,6,4,1,4,8,8,7,5,6,Female,Tier 2,Store,188982,0.3407149887290853,Millennial,High,4.12
32,171405,1.6,10,1.9,5,5,12,5,95185,28944,1,0,4,9,9,8,10,6,6,9,9,Male,Tier 3,Store,124129,0.7668232242264096,Millennial,Upper-Mid,3.02
47,48050,4.4,9,1.1,2,7,15,13,27622,110775,8,5,6,6,7,1,8,10,9,1,8,Other,Tier 1,Store,138397,0.19958525112538567,GenX,Low,3.7800000000000002
43,112799,8.3,4,3.0,6,7,10,7,13470,94293,4,1,2,9,5,2,9,5,6,5,6,Female,Tier 3,Store,107763,0.12499652014142146,GenX,Middle,6.5200000000000005
27,146016,4.0,14,2.5,5,6,4,17,49091,89941,5,1,7,2,3,3,5,10,4,6,1,Male,Tier 1,Store,139032,0.3530913746475631,Millennial,Middle,4.3
46,244147,4.1,8,1.8,9,3,37,4,57191,104923,5,3,4,2,8,10,5,1,1,3,1,Female,Tier 2,Store,162114,0.35278260976843456,GenX,High,4.4
71,225638,3.4,1,3.2,3,1,2,13,104849,59832,2,5,2,7,9,9,6,7,8,4,3,Male,Tier 3,Store,164681,0.6366793983519653,Silent,High,2.8
33,103257,3.3,5,1.0,5,9,1,9,63346,20391,2,2,3,9,7,3,9,8,4,9,7,Male,Tier 2,Store,83737,0.7564875741906206,Millennial,Lower-Mid,4.32
53,63070,7.8,3,1.7,3,6,37,8,133020,61206,3,5,1,7,7,9,2,8,3,9,1,Female,Tier 3,Store,194226,0.6848722622100027,Boomer,Lower-Mid,5.26
37,20166,3.6,4,6.0,9,3,9,2,118682,113891,4,9,5,2,2,1,1,10,3,9,9,Female,Tier 1,Store,232573,0.510299991830522,GenX,Low,5.04
62,153193,5.7,12,1.2,9,1,5,5,126936,100402,6,2,6,6,8,3,7,8,9,5,6,Other,Tier 2,Store,227338,0.5583580395710352,Boomer,Middle,4.52
71,160749,5.3,4,3.1,10,6,20,6,57917,57120,7,6,7,3,3,8,3,6,3,5,7,Male,Tier 2,Store,115037,0.5034641028538644,Silent,Upper-Mid,5.94
54,202633,7.9,8,3.8,7,3,30,18,80524,107060,3,9,7,2,7,6,5,10,3,4,7,Male,Tier 1,Store,187584,0.42926902081200957,Boomer,Upper-Mid,5.92
39,242849,4.3,10,3.6,1,1,33,14,77182,143852,3,5,7,2,7,1,5,9,5,1,1,Female,Tier 2,Store,221034,0.3491860980663608,GenX,High,2.84
24,227981,5.1,10,3.4,9,5,48,1,75119,39895,7,2,5,6,10,7,2,4,9,10,5,Female,Tier 1,Store,115014,0.6531291842732189,GenZ,High,5.52
40,102409,3.8,13,3.1,9,1,31,13,95113,66599,1,0,7,6,3,7,3,3,8,6,6,Female,Tier 2,Store,161712,0.5881629068962105,GenX,Lower-Mid,4.140000000000001
58,52664,4.7,3,2.5,10,3,28,13,30343,49712,1,9,3,7,7,10,9,4,3,7,1,Other,Tier 2,Store,80055,0.3790269189931922,Boomer,Low,4.9799999999999995
57,144926,4.2,1,4.4,5,3,0,11,142834,143313,4,4,5,10,10,9,10,3,10,3,4,Other,Tier 2,Store,286147,0.4991630176098299,Boomer,Middle,4.159999999999999
46,16293,5.7,5,4.3,2,6,32,17,5572,23830,1,7,3,7,10,8,2,2,9,9,7,Other,Tier 1,Store,29402,0.1895109176246514,GenX,Low,4.74
33,168515,9.2,2,3.8,1,4,37,5,62274,122880,8,9,1,10,1,7,10,9,2,3,2,Male,Tier 2,Store,185154,0.3363362390226514,Millennial,Upper-Mid,5.4399999999999995
55,64212,5.6,13,4.6,2,8,16,1,28863,104820,10,1,5,10,9,8,3,2,1,1,5,Female,Tier 3,Store,133683,0.21590628576557977,Boomer,Lower-Mid,5.159999999999999
45,230203,8.3,11,3.7,4,3,33,0,118645,80960,6,5,4,5,1,2,2,5,7,10,10,Male,Tier 2,Store,199605,0.5943989379023572,GenX,High,5.46
65,90276,7.9,13,2.1,4,8,48,10,1910,33301,6,6,5,4,7,9,4,1,6,4,1,Female,Tier 3,Online,35211,0.05424441225753316,Boomer,Lower-Mid,5.98
55,27559,5.9,14,1.6,1,7,15,14,16159,37982,5,1,2,5,1,4,8,6,7,8,5,Female,Tier 2,Store,54141,0.2984614247982121,Boomer,Low,4.28
48,80231,7.9,6,3.0,8,2,6,5,30529,92904,9,3,5,2,7,1,6,10,1,7,6,Female,Tier 1,Store,123433,0.2473325609845017,GenX,Lower-Mid,5.76
31,123277,6.5,4,2.9,10,8,35,16,35351,127923,9,8,6,1,3,4,4,10,2,9,6,Male,Tier 1,Store,163274,0.21651334566434338,Millennial,Middle,6.779999999999999
70,185116,3.1,9,3.1,8,1,12,7,113560,77310,3,1,7,9,3,9,4,7,5,9,7,Female,Tier 1,Store,190870,0.5949599203646461,Silent,Upper-Mid,3.66
50,36747,5.9,7,4.5,8,9,19,19,45542,112462,3,3,2,5,2,7,10,9,3,3,7,Other,Tier 2,Store,158004,0.28823320928584084,GenX,Low,6.659999999999999
74,219581,6.4,2,2.0,5,7,3,17,83880,7504,7,0,4,3,6,1,9,1,6,2,8,Female,Tier 2,Online,91384,0.9178849689223496,Silent,High,5.36
26,226941,9.5,7,2.3,10,6,4,11,126530,142832,3,8,2,10,4,10,2,5,10,7,7,Other,Tier 2,Store,269362,0.4697396069230255,Millennial,High,7.459999999999999
74,176201,4.1,10,2.9,2,8,15,7,92081,149320,6,3,4,10,3,7,8,6,7,1,2,Other,Tier 1,Store,241401,0.3814441530896724,Silent,Upper-Mid,4.22
44,15037,6.9,14,2.3,4,9,8,19,27181,1165,8,7,1,10,7,9,2,7,5,9,10,Other,Tier 3,Online,28346,0.9589007267339307,GenX,Low,5.82
41,119294,3.5,8,0.1,1,8,42,8,31788,11077,5,2,5,1,1,5,10,8,9,9,6,Male,Tier 3,Online,42865,0.7415840429254636,GenX,Middle,3.22
30,112847,9.1,3,1.9,10,6,11,10,144036,48651,9,0,7,4,6,2,2,1,2,9,6,Male,Tier 3,Store,192687,0.7475128057419546,Millennial,Middle,7.220000000000001
43,118742,8.4,3,1.2,1,4,13,12,72511,4093,5,7,2,2,8,1,5,5,6,9,8,Female,Tier 3,Hybrid,76604,0.9465693697457052,GenX,Middle,4.6
46,63503,3.6,11,4.3,10,9,14,3,106887,133074,1,3,1,7,6,8,9,6,7,7,4,Female,Tier 2,Store,239961,0.4454348831685149,GenX,Lower-Mid,6.1
68,43207,9.5,2,1.4,3,8,4,7,37535,24069,7,3,1,9,9,8,4,5,6,4,5,Other,Tier 1,Hybrid,61604,0.6092948509837024,Silent,Low,6.279999999999999
66,48241,8.2,12,2.4,4,8,41,3,145193,69246,10,7,6,8,9,3,1,9,7,3,4,Female,Tier 2,Store,214439,0.6770829932987936,Silent,Low,6.159999999999999
60,146130,8.5,1,2.6,3,3,17,13,109306,6547,10,4,2,7,8,1,8,6,3,7,10,Other,Tier 2,Hybrid,115853,0.9434887314096312,Boomer,Middle,5.12
45,214244,9.1,3,3.1,3,10,7,16,2808,49672,9,3,5,8,3,6,9,5,7,3,4,Other,Tier 2,Store,52480,0.05350609756097561,GenX,High,6.859999999999999
45,111171,8.3,10,2.8,8,9,7,1,36055,64796,5,3,3,10,1,10,1,5,8,9,10,Male,Tier 1,Store,100851,0.3575076102368841,GenX,Middle,7.279999999999999
25,160906,5.3,12,2.9,4,7,24,11,46186,47053,8,0,1,5,7,6,3,4,8,3,1,Female,Tier 1,Store,93239,0.4953506579864649,GenZ,Upper-Mid,4.9
40,227185,9.0,11,1.4,3,1,3,11,131239,53243,1,0,7,1,3,1,5,6,8,7,9,Male,Tier 2,Store,184482,0.7113918973124749,GenX,High,4.68
46,132302,4.2,7,2.1,9,2,25,18,133952,127847,9,8,1,7,1,6,8,10,6,2,8,Other,Tier 1,Store,261799,0.5116597084022475,GenX,Middle,4.3
22,173262,4.4,11,0.7,1,2,10,17,31891,44617,1,7,2,1,2,4,8,10,8,8,3,Female,Tier 3,Store,76508,0.41683222669524755,GenZ,Upper-Mid,2.5
59,87832,5.1,9,3.0,8,1,5,9,2008,5088,5,2,4,1,6,7,3,9,1,4,8,Male,Tier 2,Store,7096,0.2829763246899662,Boomer,Lower-Mid,4.4399999999999995
24,36383,6.7,14,1.5,5,1,32,8,102670,143275,4,6,4,4,5,1,3,1,1,4,10,Other,Tier 1,Store,245945,0.41745105613043565,GenZ,Low,4.18
59,139291,4.2,9,4.3,8,4,21,15,84133,74214,10,6,3,1,6,7,7,8,7,4,9,Female,Tier 3,Store,158347,0.5313204544449848,Boomer,Middle,4.9399999999999995
53,170732,3.6,13,0.0,10,7,28,0,99765,125358,3,0,3,1,8,4,2,9,2,6,6,Other,Tier 3,Store,225123,0.44315774043522876,Boomer,Upper-Mid,4.84
58,17674,4.2,6,5.0,3,6,4,15,75116,133249,8,0,7,1,2,5,5,1,8,9,8,Male,Tier 2,Store,208365,0.3605020036954383,Boomer,Low,4.4799999999999995
44,129100,5.3,14,2.8,6,7,0,7,16017,133664,7,9,5,9,6,10,6,8,3,7,2,Female,Tier 2,Store,149681,0.10700756943098991,GenX,Middle,5.28
75,124369,6.1,6,2.1,7,8,21,18,97313,125138,8,6,3,2,6,8,3,4,10,9,7,Female,Tier 2,Store,222451,0.43745813684811485,Silent,Middle,5.86
63,37820,4.5,11,3.2,8,8,34,1,132025,73786,7,6,6,10,6,2,7,5,4,3,2,Male,Tier 1,Store,205811,0.6414866066439597,Boomer,Low,5.64
19,231112,3.6,5,4.4,7,3,30,17,135206,103518,2,4,4,2,6,5,10,5,1,4,5,Male,Tier 2,Store,238724,0.566369531341633,GenZ,High,4.32
42,171738,6.8,2,5.0,7,7,2,19,35630,6600,10,5,4,10,5,8,1,9,3,2,2,Other,Tier 3,Hybrid,42230,0.8437130002367985,GenX,Upper-Mid,6.5200000000000005
26,58794,9.6,7,2.5,2,6,2,19,40750,143020,9,3,5,6,6,8,7,1,4,7,5,Male,Tier 2,Store,183770,0.22174457201937203,Millennial,Low,5.9399999999999995
70,148148,5.2,1,0.0,3,8,6,17,59635,107359,5,0,2,1,5,7,3,10,2,7,9,Other,Tier 2,Store,166994,0.3571086386337234,Silent,Middle,4.279999999999999
44,210926,7.8,6,2.4,6,3,0,13,93507,15038,2,0,1,5,2,8,7,9,2,1,9,Other,Tier 3,Store,108545,0.8614583813165047,GenX,High,5.4
18,143544,6.0,14,1.8,3,9,41,6,89783,47976,4,2,2,9,5,6,6,3,2,9,5,Female,Tier 2,Store,137759,0.6517396322563317,GenZ,Middle,5.16
40,198414,7.3,4,3.4,9,5,23,6,88303,7129,2,3,5,4,1,2,5,6,5,4,2,Other,Tier 3,Online,95432,0.9252975940984156,GenX,Upper-Mid,6.4
27,52555,7.6,3,2.0,9,2,36,4,74730,121243,7,1,2,1,2,5,5,5,1,1,2,Male,Tier 3,Store,195973,0.3813280400871549,Millennial,Low,5.64
59,201280,6.0,11,1.0,6,4,29,19,103547,140190,4,2,6,9,8,10,5,1,5,3,8,Female,Tier 1,Store,243737,0.4248308627742198,Boomer,Upper-Mid,4.6
69,47406,4.0,13,1.8,1,7,31,11,27981,15564,6,4,6,8,5,2,9,6,2,1,6,Female,Tier 1,Store,43545,0.642576644850155,Silent,Low,3.56
42,207644,3.5,1,4.3,1,1,31,12,48876,95588,4,9,4,8,4,3,10,1,3,10,5,Male,Tier 1,Store,144464,0.3383265034887584,GenX,High,2.66
71,55262,8.3,14,2.7,4,1,20,16,74495,4779,5,8,7,7,2,7,8,10,9,9,4,Male,Tier 2,Store,79274,0.9397154174130232,Silent,Low,4.86
78,106320,7.3,6,3.8,10,9,47,14,148047,52823,2,4,7,8,7,9,10,9,8,3,7,Male,Tier 2,Store,200870,0.7370289241798178,Silent,Lower-Mid,7.4799999999999995
20,232733,8.0,13,2.0,8,3,15,15,133304,115032,6,1,6,8,1,2,7,10,1,8,1,Other,Tier 1,Store,248336,0.5367888666967334,GenZ,High,5.8
23,169288,7.4,7,4.0,3,1,3,12,51936,9628,3,6,5,6,1,10,10,10,3,10,3,Female,Tier 3,Store,61564,0.8436099018907154,GenZ,Upper-Mid,4.5600000000000005
78,214189,8.1,11,1.4,4,7,16,10,7619,116249,2,3,5,8,8,7,3,5,8,8,4,Male,Tier 2,Store,123868,0.06150902573707495,Silent,High,5.72
75,227208,6.4,1,1.5,6,7,12,2,101225,149800,5,9,3,10,2,6,2,4,5,10,3,Other,Tier 1,Store,251025,0.403246688576835,Silent,High,5.46
23,45284,3.0,11,4.3,9,2,34,0,107270,31191,4,6,2,4,5,5,6,5,1,3,4,Other,Tier 3,Store,138461,0.7747307906197413,GenZ,Low,4.26
70,166243,6.6,1,4.2,4,8,39,5,80970,76231,9,2,4,4,6,10,3,4,6,3,2,Female,Tier 1,Store,157201,0.5150730593316837,Silent,Upper-Mid,5.88
19,105627,9.6,7,0.0,3,3,33,7,141401,109022,4,6,7,8,8,10,7,8,4,9,8,Female,Tier 3,Store,250423,0.5646486145441912,GenZ,Lower-Mid,5.04
75,160405,6.7,11,3.8,10,3,10,4,97293,141929,1,1,1,6,9,8,2,10,8,9,3,Male,Tier 1,Store,239222,0.4067059049752949,Silent,Upper-Mid,6.04
75,176607,3.5,12,0.8,10,5,35,6,147420,11574,7,4,4,2,6,5,1,5,4,1,1,Male,Tier 1,Online,158994,0.9272048001811389,Silent,Upper-Mid,4.5600000000000005
35,104023,7.5,6,3.9,9,2,24,2,114298,143614,10,7,7,7,3,10,5,5,1,1,4,Other,Tier 2,Store,257912,0.44316666149694467,Millennial,Lower-Mid,5.9799999999999995
40,222012,10.3,7,3.8,7,4,39,8,2293,26449,1,7,7,3,5,5,2,5,1,3,6,Male,Tier 3,Hybrid,28742,0.07977872103541855,GenX,High,7.08
19,179772,4.9,13,4.5,9,2,29,13,70329,45120,5,8,1,3,7,6,1,9,5,9,1,Male,Tier 1,Store,115449,0.6091780786321233,GenZ,Upper-Mid,5.0600000000000005
29,229655,6.7,8,4.7,10,9,12,1,125611,40594,5,9,6,9,5,9,4,2,6,8,9,Female,Tier 2,Hybrid,166205,0.7557594536867122,Millennial,High,7.42
39,56516,7.0,8,2.8,6,6,23,2,119277,27544,6,8,7,1,8,10,6,9,7,3,9,Female,Tier 1,Store,146821,0.8123974090899804,GenX,Low,5.76
54,30577,6.4,9,2.2,4,1,35,18,43198,58320,3,2,3,3,4,5,6,5,8,9,8,Male,Tier 3,Store,101518,0.42552059733249276,Boomer,Low,4.0
37,235906,7.6,13,2.5,5,9,33,9,102757,53890,6,2,2,6,8,1,9,5,4,10,6,Female,Tier 3,Store,156647,0.6559780908667259,GenX,High,6.34
56,30015,5.2,9,2.3,10,8,7,1,87546,70365,8,5,4,3,1,3,6,5,2,5,7,Female,Tier 3,Store,157911,0.5544008967076391,Boomer,Low,6.14
41,106104,7.3,7,2.2,2,2,17,12,1747,138622,3,8,1,4,5,7,6,9,2,8,9,Female,Tier 2,Store,140369,0.01244576794021472,GenX,Lower-Mid,4.16
65,129412,8.3,9,2.3,3,3,6,13,22976,113621,3,1,6,5,3,7,8,4,9,9,5,Female,Tier 1,Store,136597,0.16820281558160136,Boomer,Middle,4.98
37,106740,5.5,6,4.0,5,7,48,18,21120,120571,10,9,3,3,8,10,3,5,5,8,9,Female,Tier 1,Store,141691,0.1490567502523096,GenX,Lower-Mid,5.4
18,243356,7.6,9,0.8,3,4,45,12,23607,97372,10,2,4,7,10,3,2,3,3,5,4,Male,Tier 3,Store,120979,0.19513303961844616,GenZ,High,4.6
18,237875,5.2,11,3.9,3,8,21,6,18189,52007,2,2,1,8,7,3,4,3,1,4,10,Other,Tier 2,Store,70196,0.2591173286227135,GenZ,High,5.06
34,167308,3.2,2,2.5,9,1,6,2,26887,101925,9,6,2,3,2,4,1,3,4,9,5,Male,Tier 1,Store,128812,0.2087305530540633,Millennial,Upper-Mid,3.78
76,244223,3.2,11,0.6,4,10,12,0,122705,148323,4,9,7,10,9,3,6,3,4,9,10,Female,Tier 2,Store,271028,0.4527392003778207,Silent,High,4.2
18,81640,6.9,2,3.3,4,4,1,19,29356,83667,6,2,7,3,10,3,7,8,6,6,4,Female,Tier 3,Store,113023,0.259734744255594,GenZ,Lower-Mid,5.0200000000000005
70,98190,2.2,14,0.5,1,1,43,12,46259,6981,1,2,1,4,7,8,5,3,1,7,4,Other,Tier 2,Online,53240,0.8688767843726521,Silent,Lower-Mid,1.3800000000000001
69,144516,6.2,6,2.6,7,7,1,5,112631,94687,5,2,4,1,2,1,5,6,1,7,1,Male,Tier 1,Store,207318,0.5432765124108857,Silent,Middle,5.8
62,191776,4.4,3,5.3,10,9,28,11,63802,77325,5,2,6,10,3,10,5,8,8,10,7,Male,Tier 2,Store,141127,0.4520892529423852,Boomer,Upper-Mid,6.62
47,188441,1.6,2,1.9,9,1,26,9,23303,66691,4,4,4,6,9,10,1,10,1,9,1,Male,Tier 2,Store,89994,0.2589394848545459,GenX,Upper-Mid,3.02
58,149718,7.4,8,2.0,8,8,39,2,142364,119068,6,8,5,6,9,1,1,2,4,6,6,Male,Tier 3,Store,261432,0.5445546069341167,Boomer,Middle,6.56
64,102007,3.2,7,3.5,2,10,17,0,1456,129900,7,4,1,6,10,2,7,9,1,1,6,Male,Tier 2,Store,131356,0.01108438137580316,Boomer,Lower-Mid,4.38
20,171978,10.6,8,3.3,6,6,1,12,127771,95576,2,2,4,9,4,7,1,7,6,3,7,Other,Tier 2,Store,223347,0.5720739477136474,GenZ,Upper-Mid,7.3
63,232715,9.3,6,3.3,10,6,3,1,2715,5414,9,9,4,8,2,6,9,5,6,9,10,Other,Tier 2,Online,8129,0.33398942059293885,Boomer,High,7.58
72,62728,5.9,9,1.9,10,8,48,18,18389,52461,3,1,6,2,6,7,1,3,8,6,4,Male,Tier 3,Store,70850,0.2595483415666902,Silent,Lower-Mid,6.34
28,29878,2.0,9,3.1,5,1,45,19,85898,103362,5,3,3,9,9,2,5,5,2,9,3,Other,Tier 3,Store,189260,0.45386241149741097,Millennial,Low,2.62
41,143925,6.6,2,1.8,8,9,7,2,121034,105705,8,5,2,3,10,10,8,6,5,3,5,Male,Tier 2,Store,226739,0.533803183395887,GenX,Middle,6.4
39,24145,9.7,10,3.1,1,6,35,18,33616,51843,10,0,4,9,7,6,8,10,5,6,6,Female,Tier 1,Store,85459,0.3933582185609474,GenX,Low,5.9
61,103578,8.1,5,2.3,9,3,47,14,124573,16141,3,7,7,2,2,5,1,2,1,5,7,Other,Tier 3,Online,140714,0.8852921528774678,Boomer,Lower-Mid,6.1
62,33226,8.3,9,3.5,9,1,8,18,141710,33596,1,7,4,6,2,1,5,7,6,5,5,Female,Tier 3,Store,175306,0.8083579569438581,Boomer,Low,6.0200000000000005
43,17802,9.1,3,3.7,7,4,17,9,99150,60905,10,7,7,6,8,10,4,10,4,7,5,Male,Tier 2,Store,160055,0.6194745556215051,GenX,Low,6.58
30,39119,3.5,5,3.1,8,5,49,10,53386,106562,9,5,1,10,5,2,9,8,1,2,8,Female,Tier 2,Store,159948,0.3337709755670593,Millennial,Low,4.62
